,buyers,contract_value,suppliers
315,Instituto Mexicano de Cinematografía,3324631.84,FOCUS ON SERVICES S A  DE  C V
316,delegación SEDESOL en Tabasco,1742.44,REDPACK SA DECV
317,Comisión Nacional del Agua,215843830.02,LABORATORIOS ABC QUIMICA INVESTIGACION Y ANALISIS  S.A. DE C.V.
320,Instituto Mexicano de Cinematografía,17400,KARINA JUAREZ COVARRUBIAS
323,Centro SCT Colima,61534967.74,IMPULSORA DE DESARROLLO INTEGRAL S.A. DE C.V.
324,Fondo Nacional de Fomento al Turismo,151425303.66,AXA SEGUROS S.A. DE C.V.
325,Centro SCT Colima,1784396.07,OUTSORCING Y GESTION AMBIENTAL S.A. DE C.V.
326,Centro SCT Colima,30570311.74,SCALA SUPERVISION CONSULTORIA ASESORIA Y LABORATORIO S.A. DE C.V.
327,Servicio de Administración Tributaria,2566.86,ECONOMAX SA DE CV
328,Comisión Nacional del Agua,318276.88,INGENIERIA DENNIS S.A. DE C.V.
330,delegación SEDESOL en Aguascalientes,20880,ABASTECEDORA COMERCIAL ACESA SA DE CV
331,Servicio de Administración Tributaria,2421.91,ECONOMAX SA DE CV
332,Servicio de Administración Tributaria,4196.77,ECONOMAX SA DE CV
333,Servicio de Administración Tributaria,898.07,ECONOMAX SA DE CV
334,delegación Federal en el Estado de Sonora,133400,ASISTENCIA SANITARIA NF SA DE CV
335,Instituto Mexicano de Cinematografía,47456.19,_ _ _
337,Comisión Nacional para el Desarrollo de los Pueblos Indígenas,44999.97,PAULINA HERRERA MADRID
340,Instituto Mexicano de Cinematografía,58407.6,PAULINA ALEJANDRA SALMON GONCALVEZ DE FARIA
341,Servicio de Administración Tributaria,53642.4,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
342,Servicio de Administración Tributaria,21456.96,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
343,Servicio de Administración Tributaria,53642.4,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
344,Servicio de Administración Tributaria,21456.96,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
345,Servicio de Administración Tributaria,48451.2,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
346,Servicio de Administración Tributaria,19380.48,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
347,Servicio de Administración Tributaria,53642.4,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
348,Servicio de Administración Tributaria,21456.96,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
349,Servicio de Administración Tributaria,168540.96,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
350,Servicio de Administración Tributaria,51912,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
351,Centro SCT Oaxaca,890844.65,GRUPO CONSTRUCTOR DIAMANTE SA DE CV
352,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,52625.72,RINOTEC SA DE CV
353,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,45641.36,INSTRUMENTACION MEDICA SA DE CV
354,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,65411.68,DUMSA DISTRIBUIDORA UNIVERSAL MEXICANA SA DE CV
355,Instituto Nacional de Rehabilitación Luis Guillermo Ibarra Ibarra,84278.81,MEDICAL RECOVERY SA DE CV
357,Servicio de Administración Tributaria,51912,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
358,Servicio de Administración Tributaria,20764.8,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
360,Servicio de Administración Tributaria,2446376.5799999996,AEROVIAS DE MEXICO SA DE CV
361,Servicio de Administración Tributaria,20764.81,INSTITUTO DE LA POLICIA AUXILIAR Y PROTE
363,Comisión Nacional de Seguros y Fianzas,690000,COMISION NACIONAL DE SEGUROS Y FIANZAS
364,Instituto Mexicano de Cinematografía,19570.75,JOSE OGARRIO OLVERA
366,Centro SCT Campeche,5146066.83,CONSTRUCTORA Y EDIFICADORA GIA+A S.A. DE C.V.
367,Dirección General de Sanidad,27324.96,"EQUIPOS MEDICOS VIZCARRA, S.A."
369,Instituto Mexicano de Cinematografía,77499.99,IMPRESIONES AEREAS SA DE CV
371,Comisión Nacional del Agua,5725785.64,PROYECTOS Y CONSTRUCCIONES URISA S.A DE C.V
372,Comisión Nacional del Agua,1349269.22,GRUPO PRESTIGYO CONSULTORIA Y CONSTRUCCIONES SA DE CV
376,delegación en Sinaloa,1754.88,ORGANIZACION MITAMEX SA DE CV
377,delegación SEDESOL en Tabasco,4453.8,COMITE DE APOYO PARA LA ADMINISTRACION DE INMUEBLE FEDERAL SCT SEDESOL VILLAHERMOSA
379,Centro SCT Colima,115078209.79,LA PENINSULAR COMPA&IA CONSTRUCTORA S.A. DE C.V.
380,Unidad de Inteligencia Financiera,1113274.08,TEKSAR LABS S.A. DE C.V.
381,Dirección General de Bienes Inmuebles y Recursos Materiales,2176335.16,"CASANOVA VALLEJO, S. A. DE C. V."
382,Centro SCT Colima,25559487.3,IMPULSORA DE DESARROLLO INTEGRAL S.A. DE C.V.
383,Dirección General de Bienes Inmuebles y Recursos Materiales,754162.21,"ESTRATEC, S. A. DE C. V."
384,Comisión Nacional para el Uso Eficiente de la Energía,904076.16,. . .
386,Centro SCT Colima,4280089.85,OUTSORCING Y GESTION AMBIENTAL S.A. DE C.V.
388,Centro SCT Tabasco,1479900.35,IVON MACIEL MENDEZ SOSA
389,Instituto Mexicano de Cinematografía,47456.22,JESUS OBLEA ACOSTA
390,Comisión Nacional del Agua,81110811.25,CONSTRUCCIONES Y DRAGADOS DEL SURESTE S.A. DE C.V.
391,Dirección General de Sanidad,619116.99,"IGSA MEDICAL SERVICES, S.A. DE C.V."
393,Hospital Regional de Alta Especialidad de Ixtapaluca,244736.59,PRAXAIR DE MEXICO S DE RL DE CV
396,Dirección General de Recursos Materiales y Servicios Generales,4471523.44,COMERCIALIZADORA DE SERVICIOS REYSON SA DE CV
397,Hospital Regional de Alta Especialidad del Bajío,218530.98,ELEKTA MEDICAL SA DE CV
399,Hospital Regional de Alta Especialidad de Ixtapaluca,12543977.26,MEDICAL PHARMACEUTICA SA DE CV
400,Hospital Regional de Alta Especialidad de Ixtapaluca,4971750.55,HOSPI MEDICAL S.A. DE C.V.
402,Servicio de Información Agroalimentaria y Pesquera,0,ORGANIZACION MITAMEX SA DE CV
403,Comisión Nacional del Agua,98205.6,INGENIERIA TRAMITACIONES Y ADQUISICIONES  S.A. DE C.V.
406,Hospital Regional de Alta Especialidad de Oaxaca,7341546.47,HEMOSER S A  DE  C V
407,Procuraduría Federal del Consumidor,543460,RETO INDUSTRIAL SA DE CV
408,Comisión Nacional del Agua,2515800.27,DIRAC  S.A. P.I DE C.V.
410,"Hospital General de México ""Dr. Eduardo Liceaga""",6176098.52,LAVANDERIA DE HOSPITALES Y SANATORIOS SA DE CV
413,"Hospital General ""Dr. Manuel Gea González""",536492.02,COMERCIAL EGIPCIA  S.A. DE C.V.
414,"Centros de Integración Juvenil, A.C.",0,MEDAM S DE RL DE CV
416,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,850,ANGEL ROBERTO SENA MUÑOZ
417,"Centros de Integración Juvenil, A.C.",0,AXTEL S.A.B. DE CV
418,Centro SCT Colima,5091769.73,NVA CONSULTORES SA DE CV
419,Comisión Nacional de Acuacultura y Pesca,700002,MARCO ANTONIO FLORES  RIOS
420,Instituto Mexicano de Cinematografía,65708.58,ANGEL ELHIU PEÑA ALVAREZ
423,Comisión Nacional de Acuacultura y Pesca,400493.19000000006,PEGASO PCS S.A. DE C.V.
424,Dirección General de Puertos,2497468.37,SEAPROD S.A. DE C.V.
425,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,564137.04,CONSORCIO GASOLINERO PLUS SA DE CV
427,delegación en Yucatán,10026.82,EDENRED MEXICO SA DE V
428,Comisión Nacional del Agua,143744.02,EXPERIENCIA INMOBILIARIA TOTAL S.A. DE C.V.
429,"Centros de Integración Juvenil, A.C.",18311.64,JANIUM TECHNOLOGY SA DE CV
430,Instituto Mexicano de Cinematografía,73009.56,ALBERTO ALATORRE PERALTA
431,Centro SCT Colima,62186714.87,ALVARGA CONSTRUCCIONES S.A. DE C.V.
433,Instituto Mexicano de Cinematografía,58407.63,FRANCISCO JAVIER MARTINEZ ORTEGA
437,Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral,1934601.6,CONTRO Y ASOCIADOS S DE EL DE CV
438,Instituto Mexicano de Cinematografía,86698.84,_ _ _
439,Televisión Metropolitana S.A. de C.V.,540542.98,OFI STORE SA DE CV
440,Dirección General de delegaciones,10036320,BANCO INVEX SA INSTITUCION DE BANCA MULTIPLE
441,Comisión Nacional del Agua,1231627.68,CENTRO DE INGENIERIA ALEXANDER S.A DE C.V.
442,Hospital Regional de Alta Especialidad de Ixtapaluca,3237660,ALMACEN DE DROGAS SA DE CV RASEM
443,Centro Nacional de Metrología,5596294.21,SONIGAS S.A. DE C.V.
444,"Hospital General de México ""Dr. Eduardo Liceaga""",83419489.84,DICIPA S.A.DE C.V.
445,Procuraduría Federal del Consumidor,9990310.44,MAINBIT SA DE CV
447,Dirección General de Bienes Inmuebles y Recursos Materiales,568400,CENTRO DE INSTRUMENTACION Y REGISTRO SISMICO AC
448,Instituto Nacional para la Educación de los Adultos,762326.99,DISTRI COPY SA DE CV
449,Instituto Nacional para la Educación de los Adultos,38044401.6,ARRENDOMOVIL DE MEXICO SA DE CV
450,Comisión Nacional del Agua,975383.76,MEDA SOLUTIONS S.A. P.I. DE C.V.
451,Hospital Regional de Alta Especialidad de Ixtapaluca,8396324.13,ABALAT SA DE CV
452,Comisión Nacional del Agua,393340.58,INESPROC S.A. DE C.V.
454,Dirección General de Administración del Centro Nacional de Información de Hidrocarburos,19284710.29,"DOWELL SCHLUMBERGER DE MEXICO, S.A. DE C.V."
455,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,6607.77,SISTEMAS NEUMATICOS DE ENVIOS  S.A. DE C.V.
456,Fideicomiso de los Sistemas Normalizado de Competencia Laboral y de Certificación de Competencia Laboral,590280.48,ALESTRA S DE R L DE C V
457,"Hospital General de México ""Dr. Eduardo Liceaga""",1653000,DEWIMED SA
458,delegación en Guerrero,8292.49,IVAN DE JESUS LOPEZ LOPEZ
459,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,125859.51,DRAGER MEDICAL MEXICO SA DE CV
460,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,1769002.53,"GE SISTEMAS MEDICOS DE MEXICO, S.A. DE C.V."
461,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,214020,HERNANDEZ PLASCENCIA HUMBERTO ELISEO
462,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,34888.74,ACCESORIOS PARA LABORATORIOS  S.A. DE C.V.
464,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,29497.2,COMERCIALIZADORA SERVICIOS INTEGRALES EN LABORATORIOS  S.A. DE C.V.
465,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirán,22360.56,COMERCIALIZADORA SERVICIOS INTEGRALES EN LABORATORIOS  S.A. DE C.V.
466,Servicio de Administración Tributaria,8129193.6,CONSTRUCCIONES DISEÑOS E INSTALACIONES SA DE CV
467,Servicio de Administración Tributaria,16794.88,PROCESADORA Y DISTRIBUIDORA LOS CHANEQUES S A DE C V
468,Instituto Nacional de Psiquiatría Ramón de la Fuente Muñiz,782645.57,"JET VAN CAR RENTAL, S.A. DE C.V."
469,Servicio de Administración Tributaria,6488675.99,SOLUCIONES INTEGRALES EN CLIMATIZACION SA DE CV
470,Servicio de Administración Tributaria,2707918.36,HVAC MANTENIMIENTO Y CONSTRUCCION SA DE CV
471,Comisión Nacional de Acuacultura y Pesca,890627.53,GRUPO DENIBAL SA DE CV
472,Instituto Nacional de Pesca,0,"MICROSOFT LICENSING, GP"
474,Comisión Nacional del Agua,307256534.45,INGENIEROS CIVILES ASOCIADOS  S.A. DE C.V.
475,Comisión Nacional del Agua,16564187.21,ACCIONA INFRAESTRUCTURAS MEXICO SA DE CV
476,Servicio de Información Agroalimentaria y Pesquera,179359.2,SOLUCIONES ZARGOS.A. DE C.V.
477,delegación en Zacatecas,110636.16,MARIA HUERTA PEREZ
478,Hospital Regional de Alta Especialidad de Ixtapaluca,47163001.6,DICIPA S.A.DE C.V.
481,Servicio de Administración Tributaria,505231.4600000001,FUMITECNI INDUSTRIA Y HOGAR SA DE CV
482,delegación en Guanajuato,4491.52,TALLERES CUGARPE S.A. DE C.V.
483,Comisión Nacional de Áreas Naturales Protegidas,4676504.13,CENTRO DE PRODUCTIVIDAD AVANZADA  S.A. DE C.V.
485,Subsecretaría de Hidrocarburos,4447203.95,CURTIS MALLET-PREVOST COLT & MOSLE S.C.
486,Servicio de Administración Tributaria,1605350.0699999998,PROCESADORA Y DISTRIBUIDORA LOS CHANEQUES S A DE C V
488,Comisión Nacional de Seguros y Fianzas,430875,"SEGUROS SURA, S.A. DE C.V."
489,Instituto Mexicano de Cinematografía,94912.41,_ _ _
490,Instituto Nacional de Neurología y Neurocirugía Manuel Velasco Suárez,645302.1,"WISSEN, S.C."
491,Dirección General de Sanidad,17778.16,"ASPELAB DE MEXICO, S.A. DE C.V."
493,Dirección General de Controversias y Sanciones en Contrataciones Públicas,1325764,GRUPO PROMOTOR DE TECNOLOGIA Y SERVICIOS SA DE CV
495,Dirección General de Controversias y Sanciones en Contrataciones Públicas,320275.98,AVANCES TECNOLOGICOS EN TELECOMUNICACIONES SA DE CV
497,Hospital Regional de Alta Especialidad de Ixtapaluca,16110916.44,GRUPO BERTELL SA DE CV
498,Hospital Regional de Alta Especialidad de Ixtapaluca,14877706.44,GALUMEDICAL  S A  DE  C V
499,Instituto Mexicano de Cinematografía,83961,_ _ _
500,Comisión Nacional para la Protección y Defensa de los Usuarios de Servicios Financieros,597897.76,TELECOMUNICACIONES MODERNAS Y SERVICIOS AVANZADOS SA DE CV
501,Dirección General de delegaciones,11872303.13,OPERBES SA DE CV
502,Dirección General de Tecnologías de Información e Innovación,401993.0,"TELEFONOS DE MEXICO, SAB DE CV"
503,Instituto Nacional de Ecología y Cambio Climático,2177403.75,CENTRO DE PRODUCTIVIDAD AVANZADA  S.A. DE C.V.
505,Colegio de Bachilleres,1462381.66,MAQUINAS INFORMACION Y TECNOLOGIA AVANZADA SA DE CV
508,Dirección General del Sistema de Información y Gestión Educativa,6435824.91,SERVICIOS TECNOLOGIA Y ORGANIZACION SA
509,Coordinación General de Órganos de Vigilancia y Control,243600,ALOS MANTENIMIENTO INTEGRAL SA DE CV
511,Servicio de Administración Tributaria,157660,CUERPO DE GUARDIAS DE SEGURIDAD INDUSTRIAL BANCARIA Y COMERCIAL DEL VALLE DE CUAUTITLAN TEXCOCO
512,Centro SCT Durango,11461281.28,CYFRA CONSTRUCTORES S.A DE C. V.
513,Centro SCT Durango,3700628.02,GVER CONSTRUCCIONES S.A. DE C.V.
514,Instituto Nacional para la Educación de los Adultos,14140342.4,TECNOPROGRAMACION HUMANA ESPECIALIZADA EN SISTEMAS OPERATIVOS SA CV
516,Dirección General de Controversias y Sanciones en Contrataciones Públicas,3476470.56,RT4 MEXICO SA DE CV
518,Servicio de Protección Federal,144539.73,"JET VAN CAR RENTAL, S.A. DE C.V."
519,Dirección General de Controversias y Sanciones en Contrataciones Públicas,48027.52,ESTAFETA MEXICANA SA DE CV
520,ProMéxico,876960,DR MÉXICO S A DE CV
521,Instituto Mexicano de Cinematografía,58407.6,_ _ _
522,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,547836.12,"AXTEL, S.A.B. DE C.V."
523,Agencia de Servicios a la Comercialización y Desarrollo de Mercados Agropecuarios,25913.18,TELEFONOS DE MEXICO S A DE C V
524,Dirección General de Tecnologías de la Información,733032.51,AXTEL  S.A.B. DE C.V.
525,Dirección General de Tecnologías de la Información,239451.77,"RADIOMOVIL DIPSA, S.A. DE C.V."
526,Dirección General de Sanidad,778387.5,JOHNSON  JOHNSON MEDICAL MEXICO S A  DE C V
527,Comisión Nacional del Agua,211297.94,PROFESSIONAL TRAVEL SERVICE S.A. DE C.V.
528,Instituto Mexicano de Cinematografía,47456.28,_ _ _
530,Dirección General de Tecnologías de la Información,6081637.64,"OFI STORE, S.A. DE C.V."
531,Dirección General de Tecnologías de la Información,20673571.59,ATENCION CORPORATIVA DE MEXICO S.A. DE C.V.
532,Servicio de Administración Tributaria,1318607.2200000002,ENVASADORA DE AGUAS EN MEXICO S DE  RL D
533,Comisión Nacional del Agua,54032.74,AGENCIA DE VIAJES CARMEN  S. DE R.L. DE C.V.
534,Instituto Nacional para la Educación de los Adultos,373545.52,ORGANIZACION MITAMEX SA DE CV
536,Coordinación Nacional de PROSPERA Programa de Inclusión Social,6406753.72,SHARP CORPORATION MEXICO SA DE CV
538,Instituto Nacional de Ciencias Penales,328238.36,FOCUS ON SERVICES SA DE CV
540,Instituto Nacional de Antropología e Historia,345680,SIETEMEDIA DISEÑO Y TECNOLOGÍA
542,Servicio de Administración Tributaria,1755360.8100000003,OPERADORA DE ESTACIONAMIENTOS HUMBOLDT SA DE CV
543,Servicio de Administración Tributaria,5250624,ADMINISTRADORA MEXICANA DE HIPODROMO SA DE CV
544,Comandancia de la Fuerza Aérea Mexicana,1599640,"S&C CONSTRUCTORES DE SISTEMAS, S.A.  DE C.V."
546,Servicio de Administración Tributaria,3573259.99,KIDZANIA DE MEXICO SA DE CV
547,Centro Nacional de Programas Preventivos y Control de Enfermedades,1778924.1,VIAJES PREMIER S.A.
549,Dirección General de Sanidad,454956.63,"ABASTECEDORA DE INSUMOS PARA LA SALUD, S.A. DE C.V."
551,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,94080,ROMANTEX S. DE R.L. DE C.V.
552,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,15088695.78,COMERCIALIZADORA DE SERVICIOS REYSON SA DE CV
554,Centro SCT Oaxaca,3321995.5,OBRAS Y SERVICIOS CONSTRUTORAL S.A. DE C.V.
555,Centro SCT Veracruz,18168832.35,GRUPO JADE CONSULTOR Y CONSTRUCTOR S.A. DE C.V.
556,Centro SCT Tamaulipas,0,HM ASFALTOS S.A. DE C.V.
557,"Hospital General ""Dr. Manuel Gea González""",3201599.2,PRAXAIR DE MEXICO S DE RL DE CV
559,Centro Nacional de Metrología,100224,ARTCOUSTIX SA DE CV
561,Comisión Nacional del Agua,567211.3,MEGA CONSTRUCCIONES ANDA LA PIEDRA S.A. DE C.V
562,Servicio de Protección Federal,33469932.71,"JET VAN CAR RENTAL, S.A. DE C.V."
563,Dirección General de Puertos,1907062.74,MADTUX CONSTRUCCIONES E INMOBILIARIA S.A. DE C.V.
567,Televisión Metropolitana S.A. de C.V.,887825.81,"VALRO SERVICIOS INTEGRALES, S.A. DE C.V."
568,Hospital Juárez de México,1508148.46,INFRA SA DE CV
569,Dirección General de Comunicación Social,350395.68,ELEVADORES OTIS S DE RL DE CV
570,Contraloría Interna,145845.06,ADCONINS SA DE CV
571,Dirección General de Comunicación Social,330065.18000000005,JOSE LUIS CASTAÑON CHAVEZ
572,delegación en San Luis Potosí,29685,GOBIERNO DEL ESTADO DE SAN LUIS POTOSI
573,Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública,1678310.4000000001,JET VAN CAR RENTAL S.A. DE C.V.
574,Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública,250158.8,GRUPO MEXICANO DE SEGUROS S.A. DE C.V.
575,Comandancia I Región Militar,477100,SISTEMAS ESPECIALIZADOS BRAIN  S A DE C V
577,Comisión Nacional del Agua,2965440.43,SALMANTINA DE INFRAESTRUCTURA SA DE CV
578,delegación en San Luis Potosí,29685,GOBIERNO DEL ESTADO DE SAN LUIS POTOSI
580,Dirección General de Comunicación Social,24360,SERVIPRO DE MEXICO SA DE CV
581,Dirección General de Informática y Telecomunicaciones,7222499.88,BANCO INTERACCIONES  S.A. INSTITUCION DE BANCA MULTIPLE GPO FINANC INTERACCIONES
583,Centro SCT Durango,997346.57,LATINOAMERICANA DE INGENIERIA CIVIL S.A. DE C.V.
584,delegación en San Luis Potosí,89055,GOBIERNO DEL ESTADO DE SAN LUIS POTOSI
585,Centro SCT Veracruz,20430830.66,CONSTRUCTORA E INMOBILIARIA RIO MEDIO S.A. DE C.V.
586,Instituto Nacional de Salud Pública,117702.91,MEDAM S DE RL DE CV
587,Centro SCT Veracruz,1506495.24,INNOVACION EN VIALIDADES S.A. DE C.V.
588,Centro SCT Veracruz,5519171.14,KAINSA S.A. DE C.V.
589,Centro SCT Durango,359668.79,"IDEAS, PLANEACION, CONSTRUCCION Y MANTENIMIENTO DE OBRAS S.A. DE C.V."
590,Procuraduría Federal del Consumidor,6713035.99,SHARP CORPORATION MEXICO SA DE CV
592,Dirección General de Tecnologías de Información e Innovación,375018.81,"COMUNICACIONES NEXTEL DE MEXICO, S.A. DE C.V."
594,Dirección General de Bienes Inmuebles y Recursos Materiales,33711.71,"MITSUBISHI ELECTRIC DE MEXICO, S. A. DE C. V."
595,Archivo General de la Nación,794574.48,"GADARK, S.A DE C.V."
596,Servicio de Protección Federal,18237.43,RADIOMOVIL DIPSA SA DE CV'
597,Servicio de Protección Federal,187155.88,"AT&T COMUNICACIONES DIGITALES, S DE R.L. DE C.V."
599,Servicio de Protección Federal,27422.4,SERGIO YAEL GARCIA CASTILLO
600,Comisión Nacional del Agua,0,SERVICIOS ESPECIALIZADOS PARA LA CONSTRUCCION SUSTENTABLE SA DE CV
601,"Hospital General de México ""Dr. Eduardo Liceaga""",9546277.16,INFRA SA DE CV
602,delegación SEDESOL en Tabasco,8608.2,SECRETARIA DE DESARROLLO SOCIAL DELEGACION TABASCO
603,Instituto Mexicano de Cinematografía,49341.12,_ _ _
604,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,0,AMPLIBIO S A DE C V
605,Instituto Nacional de Perinatología Isidro Espinosa de los Reyes,0,RALF  S A
606,Comisión Ejecutiva de Atención a Víctimas,2225952.52,MICROSOFT LICENSING GP
608,Dirección General de Sanidad,342258,"MAICO DE MEXICO, S.A. DE C.V."
609,Televisión Metropolitana S.A. de C.V.,4739375.34,TECNOLOGIA ESPECIALIZADA ASOCIADA DE MEXICO SA DE CV
610,Centro SCT Oaxaca,1657072.64,CONSTRUCCIONES CONSA DE OAXACA S.A. DE C.V.
611,Comisión Nacional del Agua,449108.4,CONSTRUCTORA GASBAL SA DE CV
612,Dirección General de Sanidad,2076353.01,GVICOA  S A  DE C V
613,Dirección General de Sanidad,74848.71,"KUXTAL BIOINGENIERIA, S.A., DE C.V."
